geo_hash,date,slot_30min,predicted_request_count
qqgfqp,29-09-2025,2,0.0
qqgfqp,29-09-2025,3,0.0
qqgfqp,29-09-2025,4,0.0
qqgfqp,29-09-2025,5,0.0
qqgfqp,29-09-2025,6,0.0
qqgfqp,29-09-2025,7,0.0
qqgfqp,29-09-2025,8,0.0
qqgfqp,29-09-2025,9,0.0
qqgfqp,29-09-2025,10,0.0
qqgfqp,29-09-2025,11,0.0
qqgfqp,29-09-2025,12,0.0
qqgfqp,29-09-2025,13,0.0
qqgfqp,29-09-2025,14,0.0
qqgfqp,29-09-2025,15,0.0
qqgfqp,29-09-2025,16,0.0
qqgfqp,29-09-2025,17,0.0
qqgfqp,29-09-2025,18,0.0
qqgfqp,29-09-2025,19,0.0
qqgfqp,29-09-2025,20,1.06
qqgfqp,29-09-2025,21,0.0
qqgfqp,29-09-2025,22,0.0
qqgfqp,29-09-2025,23,1.2066666666666666
qqgfqp,29-09-2025,24,0.0
qqgfqp,29-09-2025,25,0.0
qqgfqp,29-09-2025,26,0.0
qqgfqp,29-09-2025,27,0.0
qqgfqp,29-09-2025,28,0.0
qqgfqp,29-09-2025,29,0.0
qqgfqp,29-09-2025,30,0.0
qqgfqp,29-09-2025,31,0.0
qqgfqp,29-09-2025,32,0.0
qqgfqp,29-09-2025,33,0.0
qqgfqp,29-09-2025,34,0.0
qqgfqp,29-09-2025,35,0.0
qqgfqp,29-09-2025,36,0.0
qqgfqp,29-09-2025,37,0.0
qqgfqp,29-09-2025,38,0.0
qqgfqp,29-09-2025,39,3.32
qqgfqp,29-09-2025,40,0.0
qqgfqp,29-09-2025,41,0.0
qqgfqp,29-09-2025,42,0.0
qqgfqp,29-09-2025,43,0.0
qqgfqp,29-09-2025,44,0.0
qqgfqp,29-09-2025,45,0.0
qqgfqp,29-09-2025,46,0.0
qqgfqp,29-09-2025,47,0.0
qqgfqr,29-09-2025,0,0.0
qqgfqr,29-09-2025,1,0.0
qqgfqr,29-09-2025,2,0.0
qqgfqr,29-09-2025,3,0.0
qqgfqr,29-09-2025,4,0.0
qqgfqr,29-09-2025,5,0.0
qqgfqr,29-09-2025,6,0.0
qqgfqr,29-09-2025,7,0.0
qqgfqr,29-09-2025,8,0.0
qqgfqr,29-09-2025,9,0.0
qqgfqr,29-09-2025,10,0.0
qqgfqr,29-09-2025,11,0.0
qqgfqr,29-09-2025,12,0.0
qqgfqr,29-09-2025,13,0.0
qqgfqr,29-09-2025,14,0.0
qqgfqr,29-09-2025,15,0.0
qqgfqr,29-09-2025,16,0.0
qqgfqr,29-09-2025,17,0.0
qqgfqr,29-09-2025,18,1.0
qqgfqr,29-09-2025,19,1.2133333333333334
qqgfqr,29-09-2025,20,1.66
qqgfqr,29-09-2025,21,3.804
qqgfqr,29-09-2025,22,0.0
qqgfqr,29-09-2025,23,2.2089523809523812
qqgfqr,29-09-2025,24,0.0
qqgfqr,29-09-2025,25,2.18
qqgfqr,29-09-2025,26,0.0
qqgfqr,29-09-2025,27,0.0
qqgfqr,29-09-2025,28,0.0
qqgfqr,29-09-2025,29,4.0
qqgfqr,29-09-2025,30,0.0
qqgfqr,29-09-2025,31,0.0
qqgfqr,29-09-2025,32,0.0
qqgfqr,29-09-2025,33,0.0
qqgfqr,29-09-2025,34,0.0
qqgfqr,29-09-2025,35,0.0
qqgfqr,29-09-2025,36,0.0
qqgfqr,29-09-2025,37,0.0
qqgfqr,29-09-2025,38,0.0
qqgfqr,29-09-2025,39,0.0
qqgfqr,29-09-2025,40,0.0
qqgfqr,29-09-2025,41,0.0
qqgfqr,29-09-2025,42,0.0
qqgfqr,29-09-2025,43,0.0
qqgfqr,29-09-2025,44,0.0
qqgfqr,29-09-2025,45,0.0
qqgfqr,29-09-2025,46,0.0
qqgfqr,29-09-2025,47,0.0
qqgfst,29-09-2025,0,0.0
qqgfst,29-09-2025,1,0.0
qqgfst,29-09-2025,2,0.0
qqgfst,29-09-2025,3,0.0
qqgfst,29-09-2025,4,0.0
qqgfst,29-09-2025,5,0.0
qqgfst,29-09-2025,6,0.0
qqgfst,29-09-2025,7,0.0
qqgfst,29-09-2025,8,0.0
qqgfst,29-09-2025,9,0.0
qqgfst,29-09-2025,10,0.0
qqgfst,29-09-2025,11,0.0
qqgfst,29-09-2025,12,0.0
qqgfst,29-09-2025,13,0.0
qqgfst,29-09-2025,14,0.0
qqgfst,29-09-2025,15,0.0
qqgfst,29-09-2025,16,4.2
qqgfst,29-09-2025,17,0.0
qqgfst,29-09-2025,18,1.3
qqgfst,29-09-2025,19,1.22
qqgfst,29-09-2025,20,2.9666666666666672
qqgfst,29-09-2025,21,4.05
qqgfst,29-09-2025,22,6.02
qqgfst,29-09-2025,23,0.0
qqgfst,29-09-2025,24,1.2
qqgfst,29-09-2025,25,2.346
qqgfst,29-09-2025,26,3.9133333333333336
qqgfst,29-09-2025,27,1.959
qqgfst,29-09-2025,28,1.76
qqgfst,29-09-2025,29,2.0493333333333332
qqgfst,29-09-2025,30,0.0
qqgfst,29-09-2025,31,0.0
qqgfst,29-09-2025,32,0.0
qqgfst,29-09-2025,33,3.0733333333333333
qqgfst,29-09-2025,34,2.05
qqgfst,29-09-2025,35,0.0
qqgfst,29-09-2025,36,1.48
qqgfst,29-09-2025,37,1.746
qqgfst,29-09-2025,38,3.4333333333333336
qqgfst,29-09-2025,39,1.94
qqgfst,29-09-2025,40,12.17
qqgfst,29-09-2025,41,1.96
qqgfst,29-09-2025,42,1.853333333333333
qqgfst,29-09-2025,43,6.54
qqgfst,29-09-2025,44,0.0
qqgfst,29-09-2025,45,0.0
qqgfst,29-09-2025,46,0.0
qqgfst,29-09-2025,47,0.0
qqgftc,29-09-2025,0,0.0
qqgftc,29-09-2025,1,0.0
qqgftc,29-09-2025,2,0.0
qqgftc,29-09-2025,3,0.0
qqgftc,29-09-2025,4,0.0
qqgftc,29-09-2025,5,0.0
qqgftc,29-09-2025,6,0.0
qqgftc,29-09-2025,7,0.0
qqgftc,29-09-2025,8,0.0
qqgftc,29-09-2025,9,0.0
qqgftc,29-09-2025,10,0.0
qqgftc,29-09-2025,11,0.0
qqgftc,29-09-2025,12,0.0
qqgftc,29-09-2025,13,0.0
qqgftc,29-09-2025,14,0.0
qqgftc,29-09-2025,15,0.0
qqgftc,29-09-2025,16,0.0
qqgftc,29-09-2025,17,0.0
qqgftc,29-09-2025,18,0.0
qqgftc,29-09-2025,19,0.0
qqgftc,29-09-2025,20,2.6
qqgftc,29-09-2025,21,0.0
qqgftc,29-09-2025,22,0.0
qqgftc,29-09-2025,23,0.0
qqgftc,29-09-2025,24,0.0
qqgftc,29-09-2025,25,5.063333333333334
qqgftc,29-09-2025,26,3.4
qqgftc,29-09-2025,27,2.2
qqgftc,29-09-2025,28,0.0
qqgftc,29-09-2025,29,0.0
qqgftc,29-09-2025,30,0.0
qqgftc,29-09-2025,31,2.04
qqgftc,29-09-2025,32,2.49
qqgftc,29-09-2025,33,1.96
qqgftc,29-09-2025,34,0.0
qqgftc,29-09-2025,35,0.0
qqgftc,29-09-2025,36,1.24
qqgftc,29-09-2025,37,0.0
qqgftc,29-09-2025,38,0.0
qqgftc,29-09-2025,39,1.98
qqgftc,29-09-2025,40,0.0
qqgftc,29-09-2025,41,0.0
qqgftc,29-09-2025,42,0.0
qqgftc,29-09-2025,43,0.0
qqgftc,29-09-2025,44,0.0
qqgftc,29-09-2025,45,0.0
qqgftc,29-09-2025,46,0.0
qqgftc,29-09-2025,47,0.0
qqgfw1,29-09-2025,0,0.0
qqgfw1,29-09-2025,1,0.0
qqgfw1,29-09-2025,2,0.0
qqgfw1,29-09-2025,3,0.0
qqgfw1,29-09-2025,4,0.0
qqgfw1,29-09-2025,5,0.0
qqgfw1,29-09-2025,6,0.0
qqgfw1,29-09-2025,7,0.0
qqgfw1,29-09-2025,8,0.0
qqgfw1,29-09-2025,9,0.0
qqgfw1,29-09-2025,10,0.0
qqgfw1,29-09-2025,11,0.0
qqgfw1,29-09-2025,12,0.0
qqgfw1,29-09-2025,13,0.0
qqgfw1,29-09-2025,14,0.0
qqgfw1,29-09-2025,15,0.0
qqgfw1,29-09-2025,16,4.84
qqgfw1,29-09-2025,17,2.581666666666666
qqgfw1,29-09-2025,18,2.773333333333333
qqgfw1,29-09-2025,19,3.705
qqgfw1,29-09-2025,20,4.6
qqgfw1,29-09-2025,21,2.64
qqgfw1,29-09-2025,22,0.0
qqgfw1,29-09-2025,23,1.5016666666666665
qqgfw1,29-09-2025,24,0.0
qqgfw1,29-09-2025,25,4.4
qqgfw1,29-09-2025,26,6.906666666666667
qqgfw1,29-09-2025,27,1.7
qqgfw1,29-09-2025,28,0.0
qqgfw1,29-09-2025,29,0.0
qqgfw1,29-09-2025,30,0.0
qqgfw1,29-09-2025,31,0.0
qqgfw1,29-09-2025,32,0.0
qqgfw1,29-09-2025,33,0.0
qqgfw1,29-09-2025,34,0.0
qqgfw1,29-09-2025,35,0.0
qqgfw1,29-09-2025,36,3.506666666666667
qqgfw1,29-09-2025,37,4.56
qqgfw1,29-09-2025,38,0.0
qqgfw1,29-09-2025,39,1.36
qqgfw1,29-09-2025,40,3.1566666666666663
qqgfw1,29-09-2025,41,0.0
qqgfw1,29-09-2025,42,0.0
qqgfw1,29-09-2025,43,0.0
qqgfw1,29-09-2025,44,0.0
qqgfw1,29-09-2025,45,0.0
qqgfw1,29-09-2025,46,0.0
qqgfw1,29-09-2025,47,0.0
qqgfyk,29-09-2025,0,0.0
qqgfyk,29-09-2025,1,0.0
qqgfyk,29-09-2025,2,0.0
qqgfyk,29-09-2025,3,0.0
qqgfyk,29-09-2025,4,0.0
qqgfyk,29-09-2025,5,0.0
qqgfyk,29-09-2025,6,0.0
qqgfyk,29-09-2025,7,0.0
qqgfyk,29-09-2025,8,0.0
qqgfyk,29-09-2025,9,0.0
qqgfyk,29-09-2025,10,0.0
qqgfyk,29-09-2025,11,0.0
qqgfyk,29-09-2025,12,0.0
qqgfyk,29-09-2025,13,0.0
qqgfyk,29-09-2025,14,0.0
qqgfyk,29-09-2025,15,0.0
qqgfyk,29-09-2025,16,0.0
qqgfyk,29-09-2025,17,3.773333333333334
qqgfyk,29-09-2025,18,0.0
qqgfyk,29-09-2025,19,0.0
qqgfyk,29-09-2025,20,0.0
qqgfyk,29-09-2025,21,0.0
qqgfyk,29-09-2025,22,0.0
qqgfyk,29-09-2025,23,0.0
qqgfyk,29-09-2025,24,1.92
qqgfyk,29-09-2025,25,0.0
qqgfyk,29-09-2025,26,3.54
qqgfyk,29-09-2025,27,0.0
qqgfyk,29-09-2025,28,3.392
qqgfyk,29-09-2025,29,0.0
qqgfyk,29-09-2025,30,1.146
qqgfyk,29-09-2025,31,2.16
qqgfyk,29-09-2025,32,0.0
qqgfyk,29-09-2025,33,0.0
qqgfyk,29-09-2025,34,2.4066666666666667
qqgfyk,29-09-2025,35,0.0
qqgfyk,29-09-2025,36,0.0
qqgfyk,29-09-2025,37,0.0
qqgfyk,29-09-2025,38,1.94
qqgfyk,29-09-2025,39,2.828333333333333
qqgfyk,29-09-2025,40,3.14
qqgfyk,29-09-2025,41,0.0
qqgfyk,29-09-2025,42,0.0
qqgfyk,29-09-2025,43,0.0
qqgfyk,29-09-2025,44,0.0
qqgfyk,29-09-2025,45,0.0
qqgfyk,29-09-2025,46,0.0
qqgfyk,29-09-2025,47,0.0
qqgfz2,29-09-2025,0,0.0
qqgfz2,29-09-2025,1,0.0
qqgfz2,29-09-2025,2,0.0
qqgfz2,29-09-2025,3,0.0
qqgfz2,29-09-2025,4,0.0
qqgfz2,29-09-2025,5,0.0
qqgfz2,29-09-2025,6,0.0
qqgfz2,29-09-2025,7,0.0
qqgfz2,29-09-2025,8,0.0
qqgfz2,29-09-2025,9,0.0
qqgfz2,29-09-2025,10,0.0
qqgfz2,29-09-2025,11,0.0
qqgfz2,29-09-2025,12,0.0
qqgfz2,29-09-2025,13,0.0
qqgfz2,29-09-2025,14,0.0
qqgfz2,29-09-2025,15,0.0
qqgfz2,29-09-2025,16,0.0
qqgfz2,29-09-2025,17,0.0
qqgfz2,29-09-2025,18,0.0
qqgfz2,29-09-2025,19,0.0
qqgfz2,29-09-2025,20,0.0
qqgfz2,29-09-2025,21,3.32
qqgfz2,29-09-2025,22,0.0
qqgfz2,29-09-2025,23,0.0
qqgfz2,29-09-2025,24,0.0
qqgfz2,29-09-2025,25,0.0
qqgfz2,29-09-2025,26,3.66
qqgfz2,29-09-2025,27,0.0
qqgfz2,29-09-2025,28,0.0
qqgfz2,29-09-2025,29,0.0
qqgfz2,29-09-2025,30,0.0
qqgfz2,29-09-2025,31,0.0
qqgfz2,29-09-2025,32,0.0
qqgfz2,29-09-2025,33,0.0
qqgfz2,29-09-2025,34,0.0
qqgfz2,29-09-2025,35,0.0
qqgfz2,29-09-2025,36,0.0
qqgfz2,29-09-2025,37,0.0
qqgfz2,29-09-2025,38,0.0
qqgfz2,29-09-2025,39,0.0
qqgfz2,29-09-2025,40,0.0
qqgfz2,29-09-2025,41,0.0
qqgfz2,29-09-2025,42,0.0
qqgfz2,29-09-2025,43,0.0
qqgfz2,29-09-2025,44,0.0
qqgfz2,29-09-2025,45,0.0
qqgfz2,29-09-2025,46,0.0
qqgfz2,29-09-2025,47,0.0
qqgfzh,29-09-2025,0,0.0
qqgfzh,29-09-2025,1,0.0
qqgfzh,29-09-2025,2,0.0
qqgfzh,29-09-2025,3,0.0
qqgfzh,29-09-2025,4,0.0
qqgfzh,29-09-2025,5,0.0
qqgfzh,29-09-2025,6,0.0
qqgfzh,29-09-2025,7,0.0
qqgfzh,29-09-2025,8,0.0
qqgfzh,29-09-2025,9,0.0
qqgfzh,29-09-2025,10,0.0
qqgfzh,29-09-2025,11,0.0
qqgfzh,29-09-2025,12,0.0
qqgfzh,29-09-2025,13,0.0
qqgfzh,29-09-2025,14,0.0
qqgfzh,29-09-2025,15,0.0
qqgfzh,29-09-2025,16,0.0
qqgfzh,29-09-2025,17,0.0
qqgfzh,29-09-2025,18,0.0
qqgfzh,29-09-2025,19,0.0
qqgfzh,29-09-2025,20,0.0
qqgfzh,29-09-2025,21,8.5
qqgfzh,29-09-2025,22,0.0
qqgfzh,29-09-2025,23,0.0
qqgfzh,29-09-2025,24,0.0
qqgfzh,29-09-2025,25,0.0
qqgfzh,29-09-2025,26,0.0
qqgfzh,29-09-2025,27,0.0
qqgfzh,29-09-2025,28,3.83
qqgfzh,29-09-2025,29,0.0
qqgfzh,29-09-2025,30,0.0
qqgfzh,29-09-2025,31,0.0
qqgfzh,29-09-2025,32,0.0
qqgfzh,29-09-2025,33,1.66
qqgfzh,29-09-2025,34,0.0
qqgfzh,29-09-2025,35,0.0
qqgfzh,29-09-2025,36,0.0
qqgfzh,29-09-2025,37,0.0
qqgfzh,29-09-2025,38,0.0
qqgfzh,29-09-2025,39,0.0
qqgfzh,29-09-2025,40,0.0
qqgfzh,29-09-2025,41,0.0
qqgfzh,29-09-2025,42,0.0
qqgfzh,29-09-2025,43,0.0
qqgfzh,29-09-2025,44,0.0
qqgfzh,29-09-2025,45,0.0
qqgfzh,29-09-2025,46,0.0
qqgfzh,29-09-2025,47,0.0
qqggc5,29-09-2025,0,0.0
qqggc5,29-09-2025,1,0.0
qqggc5,29-09-2025,2,0.0
qqggc5,29-09-2025,3,0.0
qqggc5,29-09-2025,4,0.0
qqggc5,29-09-2025,5,0.0
qqggc5,29-09-2025,6,0.0
qqggc5,29-09-2025,7,0.0
qqggc5,29-09-2025,8,0.0
qqggc5,29-09-2025,9,0.0
qqggc5,29-09-2025,10,0.0
qqggc5,29-09-2025,11,0.0
qqggc5,29-09-2025,12,0.0
qqggc5,29-09-2025,13,0.0
qqggc5,29-09-2025,14,0.0
qqggc5,29-09-2025,15,0.0
qqggc5,29-09-2025,16,0.0
qqggc5,29-09-2025,17,0.0
qqggc5,29-09-2025,18,1.18
qqggc5,29-09-2025,19,0.0
qqggc5,29-09-2025,20,1.96
qqggc5,29-09-2025,21,1.32
qqggc5,29-09-2025,22,3.409
qqggc5,29-09-2025,23,16.28
qqggc5,29-09-2025,24,0.0
qqggc5,29-09-2025,25,0.0
qqggc5,29-09-2025,26,1.7983333333333333
qqggc5,29-09-2025,27,7.399999999999999
qqggc5,29-09-2025,28,3.333333333333333
qqggc5,29-09-2025,29,3.46
qqggc5,29-09-2025,30,0.0
qqggc5,29-09-2025,31,0.0
qqggc5,29-09-2025,32,0.0
qqggc5,29-09-2025,33,0.0
qqggc5,29-09-2025,34,0.0
qqggc5,29-09-2025,35,0.0
qqggc5,29-09-2025,36,2.7
qqggc5,29-09-2025,37,0.0
qqggc5,29-09-2025,38,10.24
qqggc5,29-09-2025,39,3.877333333333333
qqggc5,29-09-2025,40,1.74
qqggc5,29-09-2025,41,2.32
qqggc5,29-09-2025,42,0.0
qqggc5,29-09-2025,43,2.6
qqggc5,29-09-2025,44,0.0
qqggc5,29-09-2025,45,0.0
qqggc5,29-09-2025,46,0.0
qqggc5,29-09-2025,47,0.0
qqgggv,29-09-2025,0,0.0
qqgggv,29-09-2025,1,0.0
qqgggv,29-09-2025,2,0.0
qqgggv,29-09-2025,3,0.0
qqgggv,29-09-2025,4,0.0
qqgggv,29-09-2025,5,0.0
qqgggv,29-09-2025,6,0.0
qqgggv,29-09-2025,7,0.0
qqgggv,29-09-2025,8,0.0
qqgggv,29-09-2025,9,0.0
qqgggv,29-09-2025,10,0.0
qqgggv,29-09-2025,11,0.0
qqgggv,29-09-2025,12,0.0
qqgggv,29-09-2025,13,0.0
qqgggv,29-09-2025,14,0.0
qqgggv,29-09-2025,15,0.0
qqgggv,29-09-2025,16,0.0
qqgggv,29-09-2025,17,0.0
qqgggv,29-09-2025,18,0.0
qqgggv,29-09-2025,19,0.0
qqgggv,29-09-2025,20,3.306666666666666
qqgggv,29-09-2025,21,0.0
qqgggv,29-09-2025,22,5.41
qqgggv,29-09-2025,23,4.34
qqgggv,29-09-2025,24,4.48
qqgggv,29-09-2025,25,0.0
qqgggv,29-09-2025,26,0.0
qqgggv,29-09-2025,27,0.0
qqgggv,29-09-2025,28,1.36
qqgggv,29-09-2025,29,0.0
qqgggv,29-09-2025,30,9.32
qqgggv,29-09-2025,31,0.0
qqgggv,29-09-2025,32,0.0
qqgggv,29-09-2025,33,0.0
qqgggv,29-09-2025,34,2.74
qqgggv,29-09-2025,35,2.36
qqgggv,29-09-2025,36,0.0
qqgggv,29-09-2025,37,0.0
qqgggv,29-09-2025,38,2.34
qqgggv,29-09-2025,39,0.0
qqgggv,29-09-2025,40,0.0
qqgggv,29-09-2025,41,0.0
qqgggv,29-09-2025,42,0.0
qqgggv,29-09-2025,43,0.0
qqgggv,29-09-2025,44,0.0
qqgggv,29-09-2025,45,0.0
qqgggv,29-09-2025,46,0.0
qqgggv,29-09-2025,47,0.0
qqggn2,29-09-2025,0,0.0
qqggn2,29-09-2025,1,0.0
qqggn2,29-09-2025,2,0.0
qqggn2,29-09-2025,3,0.0
qqggn2,29-09-2025,4,0.0
qqggn2,29-09-2025,5,0.0
qqggn2,29-09-2025,6,0.0
qqggn2,29-09-2025,7,0.0
qqggn2,29-09-2025,8,0.0
qqggn2,29-09-2025,9,0.0
qqggn2,29-09-2025,10,0.0
qqggn2,29-09-2025,11,0.0
qqggn2,29-09-2025,12,0.0
qqggn2,29-09-2025,13,0.0
qqggn2,29-09-2025,14,0.0
qqggn2,29-09-2025,15,0.0
qqggn2,29-09-2025,16,2.36
qqggn2,29-09-2025,17,0.0
qqggn2,29-09-2025,18,6.56
qqggn2,29-09-2025,19,1.02
qqggn2,29-09-2025,20,0.0
qqggn2,29-09-2025,21,0.0
qqggn2,29-09-2025,22,6.1866666666666665
qqggn2,29-09-2025,23,0.0
qqggn2,29-09-2025,24,0.0
qqggn2,29-09-2025,25,0.0
qqggn2,29-09-2025,26,0.0
qqggn2,29-09-2025,27,0.0
qqggn2,29-09-2025,28,4.44
qqggn2,29-09-2025,29,0.0
qqggn2,29-09-2025,30,0.0
qqggn2,29-09-2025,31,0.0
